,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
1872,2017,12798,Manual,18632,Diesel,145,74.3,1.5
7460,2018,11529,Manual,30958,Petrol,145,65.7,1
2085,2014,4295,Manual,72121,Petrol,30,54.3,1.2
16205,2017,17495,Manual,9969,Diesel,145,54.3,1.5
4914,2016,10500,Manual,15610,Petrol,20,61.4,1
12266,2018,14000,Manual,7506,Petrol,145,60.1,1
1369,2015,6590,Manual,25737,Petrol,125,54.3,1.2
9253,2018,10600,Manual,27401,Petrol,150,56.5,1
12631,2017,15000,Manual,30424,Diesel,30,64.2,1.5
11773,2017,15495,Manual,34702,Diesel,150,67.3,2
11019,2017,20000,Manual,26514,Diesel,200,44.8,2
2210,2018,9990,Manual,12639,Petrol,150,65.7,1
16816,2007,2799,Automatic,50403,Petrol,260,37.1,1.6
6796,2015,7495,Manual,8800,Petrol,125,54.3,1.2
1905,2017,10498,Manual,30589,Diesel,145,74.3,1.5
2888,2016,11330,Manual,24903,Petrol,125,51.4,1.5
11942,2017,12000,Semi-Auto,17506,Petrol,0,57.7,1
10577,2016,9679,Manual,23608,Petrol,20,62.8,1
8371,2018,12429,Manual,8508,Petrol,145,62.8,1
2620,2016,10277,Manual,15414,Diesel,30,64.2,1.5
601,2015,9498,Manual,63863,Diesel,145,54.3,2
13064,2017,11900,Semi-Auto,7560,Petrol,125,51.4,1
13298,2019,16000,Manual,6894,Petrol,145,60.1,1
16669,2016,8599,Automatic,30373,Petrol,0,57.7,1
2675,2017,11498,Manual,36658,Diesel,150,64.2,1.5
7951,2017,8491,Manual,26257,Petrol,125,54.3,1.2
16504,2016,8999,Automatic,27820,Petrol,30,57.7,1
7043,2017,7999,Manual,12405,Petrol,30,57.7,1.2
6018,2019,20000,Manual,6156,Diesel,145,57.7,1.5
4252,2017,10990,Manual,10185,Petrol,150,65.7,1
8018,2019,19800,Manual,8496,Diesel,145,45.6,1.5
1918,2015,8600,Manual,50758,Diesel,30,64.2,2
7711,2017,11999,Manual,11741,Petrol,145,60.1,1
2819,2017,8450,Manual,29193,Petrol,125,54.3,1.2
8577,2015,6982,Manual,35847,Petrol,0,65.7,1
12462,2017,17995,Semi-Auto,40085,Diesel,145,54.3,2
2968,2016,15995,Manual,18541,Diesel,125,56.5,2
13529,2015,6980,Manual,14939,Petrol,145,47.9,1.6
5565,2019,17217,Manual,2492,Petrol,145,60.1,1
13912,2014,7700,Manual,30538,Petrol,160,42.8,1.6
8146,2019,12900,Manual,9030,Petrol,145,65.7,1
13230,2018,11489,Manual,15300,Petrol,145,56.5,1
13533,2017,29980,Automatic,24000,Petrol,150,23.5,5
2925,2018,13600,Manual,13144,Petrol,145,58.9,1
8016,2018,10700,Manual,31244,Petrol,145,65.7,1
333,2019,16998,Manual,20647,Petrol,145,60.1,1
7566,2019,13020,Manual,3561,Petrol,145,48.7,1.1
4778,2015,8298,Manual,24125,Petrol,125,52.3,1
11418,2014,6500,Manual,65516,Diesel,20,70.6,1.6
1750,2017,11498,Manual,13351,Diesel,20,68.9,1.5
8525,2019,17620,Automatic,120,Petrol,145,45.6,1
2606,2019,23190,Semi-Auto,5099,Diesel,145,38.7,2
591,2017,11298,Manual,13775,Petrol,145,65.7,1
17434,2015,6494,Manual,53844,Petrol,20,60.1,1
8712,2013,7200,Manual,36914,Petrol,30,57.7,1
10461,2017,10770,Manual,22176,Petrol,20,60.1,1
15928,2017,9199,Manual,29778,Petrol,125,52.3,1
225,2017,9998,Manual,20347,Petrol,0,65.7,1
14129,2017,9999,Manual,32000,Diesel,0,78.5,1.5
11334,2017,10899,Manual,20303,Diesel,20,68.9,1.5
8807,2017,9799,Manual,23337,Petrol,0,65.7,1
10948,2019,23999,Manual,1225,Petrol,145,50.4,1
139,2015,9995,Manual,30753,Diesel,0,78.5,1.5
16508,2014,9500,Automatic,70000,Diesel,200,45.6,2
15892,2016,14498,Automatic,9966,Diesel,145,52.3,2
10273,2014,6995,Manual,17441,Diesel,20,68.9,1.5
10813,2018,10999,Manual,35880,Petrol,145,62.8,1
9969,2016,7995,Manual,55132,Petrol,0,65.7,1
11991,2015,5572,Manual,10573,Petrol,30,57.7,1.2
2109,2017,6995,Semi-Auto,87659,Diesel,150,67.3,1.5
11186,2019,15399,Manual,7720,Petrol,145,58.9,1
2492,2019,13200,Manual,2803,Petrol,145,58.9,1
12762,2017,12000,Semi-Auto,6255,Petrol,145,47.9,1.6
6189,2017,11499,Manual,30905,Diesel,145,70.6,2
8380,2016,9520,Manual,16461,Petrol,30,57.7,1
8727,2019,18500,Manual,8913,Petrol,145,35.3,1.5
4287,2017,8991,Manual,14615,Petrol,150,64.2,1.1
5043,2017,7495,Manual,33000,Petrol,125,54.3,1.2
15514,2019,11600,Manual,16127,Petrol,145,60.1,1
5415,2018,12591,Manual,32860,Diesel,145,74.3,1.5
4510,2019,15910,Manual,5793,Petrol,145,58.9,1
10162,2015,9499,Manual,67947,Diesel,125,60.1,2
3357,2017,11998,Manual,20986,Petrol,145,57.7,1
11557,2019,13399,Manual,7990,Petrol,145,56.5,1
13148,2019,16000,Manual,11979,Petrol,150,60.1,1
4231,2017,10380,Manual,22945,Petrol,145,61.4,1
12628,2017,14350,Automatic,35550,Petrol,150,38.2,1.5
4144,2018,13498,Manual,11206,Petrol,145,57.7,1
15600,2017,12700,Manual,21388,Diesel,145,74.3,1.5
339,2016,20799,Automatic,52000,Diesel,200,47.9,2
8979,2018,11200,Manual,17971,Petrol,145,58.9,1
4748,2016,15998,Manual,26023,Diesel,20,67.3,2
15707,2016,16250,Manual,19500,Petrol,200,41.5,2
17121,2017,10300,Manual,15191,Diesel,30,64.2,1.5
9269,2015,8109,Manual,23980,Petrol,0,65.7,1
3457,2017,12931,Manual,17509,Petrol,145,54.3,1
3396,2017,28000,Semi-Auto,23179,Petrol,570,23.5,5
6273,2016,15990,Manual,16107,Diesel,20,67.3,2
13672,2017,10500,Manual,34800,Petrol,145,60.1,1
481,2017,18999,Manual,42500,Diesel,125,51.4,2
10006,2018,12795,Manual,10419,Petrol,145,65.7,1
6390,2018,12000,Manual,30418,Petrol,145,62.8,1
2317,2016,7495,Manual,28290,Petrol,125,54.3,1.2
11079,2019,11950,Manual,89,Petrol,145,47.9,1.2
4898,2015,4500,Manual,38622,Petrol,30,57.7,1.2
16257,2018,14995,Manual,14354,Diesel,145,64.2,1.5
10520,2018,16479,Manual,16349,Petrol,145,45.6,1.5
4691,2013,7092,Semi-Auto,50842,Petrol,0,57.7,1
8247,2018,10295,Manual,13475,Petrol,145,65.7,1
13871,2017,8977,Manual,21000,Petrol,125,54.3,1.2
7291,2018,23995,Automatic,18339,Diesel,145,48.7,2
17524,2017,11500,Automatic,22200,Petrol,150,54.3,1
12714,2018,12299,Manual,21680,Diesel,145,74.3,1.5
6885,2018,10600,Manual,23730,Petrol,145,56.5,1
3203,2019,9990,Manual,1953,Petrol,145,47.9,1.2
14651,2017,10999,Manual,13671,Petrol,145,60.1,1
16975,2012,8995,Manual,48049,Diesel,200,47.1,2
16042,2018,11995,Manual,15329,Petrol,145,65.7,1
1030,2019,15298,Automatic,12779,Petrol,145,48.7,1
13160,2018,15000,Manual,9247,Petrol,150,58.9,1
9136,2017,10000,Manual,24951,Diesel,150,74.3,1.5
13100,2019,18800,Manual,9899,Petrol,145,39.2,1.5
11929,2015,6987,Manual,25535,Petrol,30,54.3,1.2
5502,2018,12950,Manual,10061,Petrol,145,60.1,1
5745,2019,14200,Manual,4393,Diesel,145,80.7,1.5
9953,2018,13475,Manual,6405,Petrol,145,61.4,1
4147,2016,9798,Manual,23271,Petrol,20,62.8,1
4120,2017,10498,Manual,36562,Petrol,125,52.3,1
16535,2015,13999,Manual,30367,Petrol,200,41.5,2
9807,2019,13450,Manual,9223,Petrol,145,58.9,1
9637,2018,16000,Manual,13898,Diesel,145,60.1,2
3507,2018,18497,Manual,13933,Petrol,145,41.5,2
944,2019,18750,Manual,6157,Diesel,145,54.3,1.5
3171,2017,8998,Manual,25221,Diesel,145,85.6,1.5
5328,2018,13580,Manual,7983,Petrol,145,58.9,1
5930,2019,19360,Manual,1376,Petrol,145,40.3,1.5
15990,2016,8277,Manual,18543,Petrol,125,54.3,1.2
6025,2017,16490,Manual,31315,Petrol,150,43.5,1.5
3481,2017,14291,Manual,30306,Petrol,160,45.6,1.5
15264,2018,18200,Automatic,2331,Diesel,145,47.9,2
4339,2015,7981,Manual,40000,Petrol,20,60.1,1
15649,2017,10500,Manual,31779,Petrol,0,65.7,1
10525,2018,28975,Manual,14171,Petrol,145,36.7,2.3
1465,2017,11991,Manual,23161,Diesel,145,74.3,1.5
3847,2018,13997,Manual,17734,Petrol,145,57.7,1
3502,2015,7791,Manual,17456,Petrol,125,54.3,1.2
288,2018,19899,Semi-Auto,28500,Diesel,145,54.3,2
12705,2018,21950,Manual,25134,Diesel,145,47.9,2
1043,2013,8698,Manual,9734,Petrol,0,65.7,1
3408,2017,9991,Manual,26394,Petrol,145,65.7,1
717,2017,10798,Manual,20241,Petrol,145,65.7,1
6159,2018,13999,Manual,21997,Diesel,145,80.7,1.5
10050,2018,13295,Manual,22406,Petrol,145,57.7,1
1321,2019,19070,Manual,4165,Petrol,145,60.1,1
8336,2017,9615,Manual,19347,Petrol,145,52.3,1
11812,2018,13950,Manual,1700,Petrol,145,58.9,1
16489,2015,7249,Manual,35752,Petrol,0,65.7,1
16575,2017,22000,Manual,36437,Petrol,235,36.7,2.3
929,2017,11698,Manual,17750,Diesel,0,74.3,1.5
7821,2018,13490,Manual,13110,Petrol,145,58.9,1
7918,2018,16690,Manual,19091,Petrol,145,41.5,2
11604,2018,11810,Manual,6013,Petrol,145,58.9,1
5062,2019,15960,Manual,12388,Diesel,145,74.3,1.5
16497,2017,13495,Manual,22100,Diesel,145,64.2,1.5
8895,2018,12995,Manual,5735,Petrol,145,58.9,1
8255,2015,7499,Manual,33034,Petrol,0,65.7,1
10346,2019,13140,Manual,2818,Petrol,145,48.7,1.1
14258,2017,12299,Manual,13615,Petrol,145,47.9,1.6
13194,2018,14950,Manual,5400,Petrol,145,51.4,1
8636,2018,14990,Manual,8895,Petrol,150,65.7,1
14212,2015,7250,Manual,37224,Petrol,0,65.7,1
7492,2018,10499,Manual,9987,Petrol,145,65.7,1
16086,2018,13995,Manual,9515,Petrol,150,54.3,1
1236,2017,8700,Manual,20785,Petrol,0,65.7,1
5855,2018,11000,Manual,28208,Petrol,145,56.5,1
9218,2019,15000,Manual,9868,Petrol,145,53.3,1
694,2014,7798,Manual,15412,Petrol,0,65.7,1
8657,2018,11800,Manual,12621,Petrol,145,60.1,1
4989,2018,10500,Manual,44998,Diesel,150,68.9,1.5
6407,2018,12000,Manual,9684,Petrol,150,60.1,1
13737,2019,17817,Manual,13987,Petrol,150,39.2,1.5
8008,2013,9998,Manual,51382,Petrol,240,39.2,2
15598,2016,8600,Manual,25929,Petrol,125,54.3,1.2
17327,2013,12495,Automatic,29900,Diesel,195,45.6,2
9671,2019,25000,Semi-Auto,4181,Diesel,145,42.2,2
1358,2018,21948,Automatic,26909,Diesel,145,31.7,2
816,2016,11798,Semi-Auto,15075,Diesel,150,52.3,2
117,2016,8998,Manual,42960,Diesel,30,61.4,1.5
1177,2017,11000,Manual,10802,Petrol,145,65.7,1
12765,2019,15400,Manual,14132,Petrol,145,58.9,1
1066,2019,10440,Manual,1524,Petrol,145,47.9,1.2
1023,2019,17998,Automatic,2676,Diesel,145,64.2,2
15742,2017,8750,Manual,19000,Petrol,125,54.3,1.2
15012,2016,11899,Automatic,48792,Diesel,145,52.3,2
11465,2019,11799,Manual,2032,Petrol,145,43.5,1.2
9391,2016,17900,Manual,20096,Petrol,200,41.5,2
6911,2016,10498,Manual,16192,Diesel,0,74.3,1.5
7490,2013,5850,Manual,66020,Diesel,20,67.3,1.6
1717,2017,7540,Manual,22173,Petrol,125,54.3,1.2
14422,2011,5450,Manual,63000,Diesel,20,67.3,1.6
12132,2019,13750,Manual,5307,Petrol,145,58.9,1
13663,2018,21980,Manual,26483,Diesel,145,44.8,2
15166,2017,9450,Manual,8724,Petrol,150,52.3,1
6213,2019,17750,Manual,4827,Petrol,145,60.1,1
4121,2016,10995,Manual,25325,Petrol,20,60.1,1
14300,2015,8524,Manual,58363,Petrol,145,47.9,1.6
11451,2018,14500,Manual,28991,Diesel,145,64.2,1.5
8719,2018,24000,Semi-Auto,9412,Diesel,150,47.9,2
714,2019,18998,Automatic,11738,Diesel,145,64.2,2
10149,2018,8995,Manual,36000,Petrol,145,64.2,1.1
11175,2019,23880,Semi-Auto,3500,Diesel,145,38.7,2
13526,2019,21780,Manual,7317,Diesel,145,37.7,2
4864,2015,8700,Manual,27095,Petrol,0,65.7,1
11225,2019,13899,Manual,15952,Diesel,145,80.7,1.5
8152,2019,16600,Manual,5283,Diesel,145,80.7,1.5
6313,2018,12000,Manual,8567,Petrol,145,62.8,1
1689,2016,6681,Semi-Auto,54550,Petrol,165,44.1,1.6
14758,2017,10483,Manual,25000,Diesel,150,74.3,1.5
17197,2018,16495,Automatic,2210,Petrol,145,48.7,1
478,2015,7298,Manual,36140,Diesel,0,74.4,1.5
12475,2017,9991,Manual,43588,Diesel,145,74.3,1.5
12566,2017,11200,Manual,9477,Petrol,150,65.7,1
4381,2019,17410,Manual,2117,Petrol,145,60.1,1
14786,2020,17499,Manual,15,Petrol,150,53.3,1
11377,2017,9299,Manual,41844,Petrol,145,60.1,1
4363,2015,10159,Manual,42391,Petrol,145,47.9,1.6
12504,2017,16000,Semi-Auto,11779,Diesel,150,58.9,1.5
4250,2018,8990,Manual,8411,Petrol,145,54.3,1.2
13015,2017,21500,Semi-Auto,11348,Diesel,145,52.3,2
15255,2017,8289,Manual,60462,Petrol,125,53.3,1
12667,2017,7600,Manual,8007,Petrol,145,57.7,1.2
4201,2016,9200,Manual,43792,Petrol,20,61.4,1
1575,2017,9995,Manual,39414,Diesel,150,74.3,1.5
3950,2018,13497,Manual,13588,Petrol,145,57.7,1
16931,2020,17500,Manual,500,Petrol,145,53.3,1
2663,2018,13998,Semi-Auto,10826,Petrol,150,51.4,1
8491,2018,19400,Manual,8973,Petrol,145,41.5,2
8915,2017,6999,Manual,21792,Petrol,30,57.7,1.2
12254,2019,17250,Automatic,7013,Diesel,145,64.2,2
17174,2017,11495,Automatic,21000,Petrol,150,51.4,1
12238,2018,10700,Manual,29100,Petrol,150,65.7,1
4388,2018,15500,Manual,10286,Petrol,145,58.9,1
3542,2015,13998,Manual,32544,Diesel,145,54.3,2
15167,2017,9450,Automatic,17000,Petrol,150,44.1,1.6
8764,2019,15299,Manual,9742,Petrol,145,60.1,1
15941,2016,8450,Manual,23854,Diesel,0,74.3,1.5
17209,2018,18160,Semi-Auto,31458,Diesel,145,52.3,2
4735,2020,20890,Manual,2986,Petrol,145,50.4,1
9223,2017,7100,Manual,18681,Petrol,30,57.7,1.2
398,2017,15999,Manual,15005,Diesel,145,54.3,2
6489,2015,7800,Manual,40523,Petrol,20,61.4,1
8554,2017,16767,Manual,14203,Diesel,145,67.3,2
10150,2017,16495,Semi-Auto,24123,Diesel,145,54.3,2
4882,2017,15200,Manual,6216,Diesel,125,60.1,2
10820,2018,14199,Manual,20112,Petrol,145,54.3,1
7804,2019,14540,Manual,6728,Petrol,145,58.9,1
2273,2014,4698,Manual,22455,Petrol,30,57.7,1.2
16969,2015,6395,Manual,42000,Petrol,30,54.3,1.2
14512,2015,6391,Manual,110000,Diesel,20,67.3,2
15003,2019,10999,Manual,2889,Petrol,145,43.5,1.2
17480,2017,9900,Manual,35500,Diesel,0,74.3,1.5
4219,2015,6990,Manual,66992,Diesel,0,74.3,1.5
3221,2018,11260,Manual,7891,Petrol,145,65.7,1
8633,2018,12990,Manual,20425,Petrol,150,57.7,1
14318,2012,7499,Automatic,28139,Diesel,160,50.4,2
2578,2019,24995,Manual,6375,Diesel,145,32.5,2
16488,2016,7999,Manual,13455,Diesel,0,78.5,1.5
3748,2018,13999,Manual,10441,Diesel,150,74.3,1.5
12592,2019,17900,Manual,5051,Petrol,145,60.1,1
3339,2018,9990,Manual,33116,Petrol,150,65.7,1
3291,2019,19498,Manual,9341,Petrol,145,39.2,1.5
13439,2018,10000,Manual,10324,Petrol,145,64.2,1.1
411,2019,22998,Manual,593,Diesel,145,47.9,2
15690,2017,9250,Manual,21128,Petrol,0,65.7,1
17887,2020,15999,Manual,2100,Petrol,150,58.9,1
17240,2013,5795,Manual,69163,Petrol,0,65.7,1
9445,2019,21000,Manual,6008,Petrol,145,35.3,1.5
7865,2013,5700,Semi-Auto,61339,Petrol,165,44.1,1.6
13886,2015,7652,Manual,32328,Petrol,125,53.3,1
16401,2015,8990,Manual,35000,Diesel,125,60.1,1.6
9048,2015,7299,Manual,50405,Petrol,0,65.7,1
11492,2019,15500,Manual,4918,Petrol,145,58.9,1
13027,2017,10990,Manual,29874,Petrol,150,60.1,1
1568,2018,9395,Manual,19000,Petrol,150,64.2,1.1
15301,2014,7989,Semi-Auto,12800,Petrol,0,57.7,1
10850,2018,10799,Manual,31146,Petrol,145,65.7,1
3407,2017,7850,Manual,16910,Petrol,145,57.7,1.2
15067,2017,12700,Manual,16284,Petrol,160,45.6,1.5
10756,2018,30699,Automatic,2889,Diesel,145,37.2,2
6842,2017,10298,Manual,27106,Petrol,0,65.7,1
17916,2018,10499,Manual,9377,Petrol,145,64.2,1.1
7506,2015,9490,Semi-Auto,25860,Petrol,0,57.7,1
7898,2017,10167,Manual,10042,Petrol,145,62.8,1
628,2014,6498,Manual,21284,Petrol,30,54.3,1.2
13555,2016,7250,Manual,28500,Petrol,0,65.7,1
6841,2018,10198,Manual,17623,Petrol,145,64.2,1.1
6361,2017,14990,Manual,11675,Diesel,145,60.1,2
17049,2011,3698,Manual,66561,Petrol,30,57.7,1.2
8349,2017,7299,Manual,14401,Petrol,150,57.7,1.2
9979,2016,9700,Manual,16501,Petrol,20,62.8,1
5054,2019,15760,Manual,10282,Diesel,145,74.3,1.5
12484,2017,10809,Manual,23930,Diesel,0,74.3,1.5
10450,2018,11490,Manual,13000,Petrol,145,60.1,1
14056,2015,8990,Manual,57000,Diesel,125,60.1,2
488,2017,11200,Manual,15121,Petrol,20,58.9,1
8792,2019,11299,Manual,3439,Petrol,145,47.9,1.2
17820,2017,9500,Manual,16565,Petrol,145,64.2,1.1
11208,2019,11880,Manual,254,Petrol,145,47.9,1.2
6371,2016,7995,Manual,17021,Petrol,125,54.3,1.2
445,2013,8298,Manual,63508,Diesel,145,53.3,2
9776,2019,25000,Manual,1841,Petrol,145,34.5,2.3
16133,2017,9995,Automatic,7497,Petrol,0,57.7,1
14333,2016,8574,Manual,12620,Petrol,0,65.7,1
935,2018,9500,Manual,21857,Petrol,145,64.2,1.1
129,2018,14698,Manual,6442,Petrol,145,54.3,1
5570,2018,14495,Manual,5415,Petrol,145,65.7,1
17846,2011,6750,Manual,48000,Petrol,145,47.1,1.6
13955,2015,10500,Manual,52571,Diesel,20,70.6,2
9593,2017,10800,Manual,31017,Petrol,145,57.7,1
3684,2019,18000,Manual,4863,Petrol,145,55.4,1
4174,2015,11995,Semi-Auto,34032,Diesel,145,52.3,2
11880,2018,11900,Manual,9003,Petrol,145,58.9,1
3140,2016,12495,Manual,25661,Petrol,125,51.4,1.5
11955,2017,15999,Automatic,9960,Petrol,235,38.2,1.5
9733,2016,10150,Manual,18213,Diesel,20,68.9,1.5
15180,2011,4495,Manual,77000,Petrol,145,47.9,1.6
10171,2017,8991,Manual,16081,Petrol,145,54.3,1.2
10548,2016,11690,Automatic,13325,Diesel,30,58.9,1.5
4025,2013,6500,Manual,38609,Petrol,0,65.7,1
7063,2016,15895,Manual,56583,Diesel,125,56.5,2
17531,2013,5988,Manual,53000,Petrol,0,65.7,1
10418,2018,9290,Manual,5755,Petrol,150,64.2,1.1
950,2019,17750,Manual,10785,Petrol,145,34.4,1.5
4276,2018,10298,Manual,26996,Petrol,145,55.4,1
17389,2019,22000,Automatic,4855,Diesel,145,64.2,2
5522,2019,12990,Manual,2910,Petrol,145,48.7,1.1
7095,2016,13090,Automatic,6763,Petrol,160,44.8,1.5
16046,2017,10495,Manual,15704,Petrol,150,65.7,1
12221,2017,9500,Manual,29005,Diesel,145,64.2,1.5
5176,2016,7998,Manual,26490,Diesel,0,78.5,1.5
1419,2019,14990,Manual,6591,Petrol,145,55.4,1
6270,2017,9991,Semi-Auto,9622,Petrol,160,44.1,1.6
2366,2016,7250,Manual,13865,Petrol,30,57.7,1.2
15048,2019,10700,Manual,10000,Petrol,150,55.4,1.1
17297,2017,8580,Manual,26123,Petrol,145,55.4,1
4090,2013,7980,Semi-Auto,37576,Petrol,145,47.9,1.6
2815,2017,7890,Manual,39876,Petrol,0,65.7,1
6144,2017,10400,Manual,15500,Petrol,150,53.3,1
12459,2016,20595,Semi-Auto,28860,Diesel,200,47.9,2
1642,2018,13140,Manual,12583,Diesel,145,74.3,1.5
4417,2017,6710,Manual,32726,Petrol,30,57.7,1.2
9430,2018,14500,Manual,9000,Petrol,145,54.3,1
230,2018,12498,Manual,17918,Petrol,145,65.7,1
12261,2020,18470,Manual,726,Petrol,150,51.4,1
10414,2019,15490,Manual,10100,Petrol,150,55.4,1
15410,2015,10300,Manual,36569,Petrol,145,47.9,1.6
12794,2018,19499,Manual,13983,Petrol,145,41.5,2
16785,2016,10499,Manual,17606,Diesel,0,74.3,1.5
13840,2013,6450,Manual,50475,Diesel,20,67.3,1.6
6051,2014,10950,Manual,40666,Diesel,160,47.9,2
6625,2017,7899,Manual,14488,Petrol,30,57.7,1.2
16619,2014,14299,Manual,22035,Petrol,235,39.2,2
90,2019,13498,Manual,10557,Petrol,145,58.9,1
10805,2019,18499,Manual,8000,Petrol,145,60.1,1
2977,2017,10187,Manual,7987,Petrol,145,65.7,1
12730,2017,8999,Manual,31190,Diesel,30,64.2,1.5
1103,2017,13991,Semi-Auto,27492,Diesel,125,58.9,2
7368,2018,9499,Manual,17924,Petrol,145,65.7,1
8452,2017,9830,Manual,26340,Petrol,145,61.4,1
15929,2015,10999,Manual,47528,Diesel,145,54.3,2
754,2018,10698,Manual,7541,Petrol,145,55.4,1.1
9889,2017,10340,Manual,31767,Petrol,145,60.1,1
13248,2017,10000,Manual,11349,Petrol,150,65.7,1
3444,2018,15991,Manual,13448,Petrol,145,51.4,1.5
17099,2017,19000,Semi-Auto,33620,Diesel,145,51.4,2
3128,2015,8390,Manual,20000,Petrol,0,65.7,1
9643,2018,9500,Manual,1295,Petrol,150,48.7,1.2
12433,2019,13990,Manual,279,Petrol,145,58.9,1
8606,2016,9950,Manual,16756,Petrol,20,62.8,1
11302,2017,11499,Manual,35763,Petrol,125,51.4,1.5
17172,2012,5175,Manual,70000,Petrol,20,58.9,1
15190,2017,10150,Manual,29301,Diesel,0,74.3,1.5
141,2017,12995,Manual,7817,Petrol,145,55.4,1
1896,2017,18750,Manual,10080,Petrol,145,41.5,2
2298,2013,9990,Manual,51097,Petrol,240,39.2,2
4248,2018,11200,Manual,12064,Petrol,145,65.7,1
13937,2017,10800,Manual,28602,Diesel,20,68.9,1.5
750,2016,7298,Manual,20809,Petrol,125,54.3,1.2
16959,2019,17650,Manual,768,Petrol,145,60.1,1
6859,2014,7140,Manual,32720,Petrol,0,65.7,1
3365,2016,10250,Semi-Auto,24512,Diesel,30,58.9,1.5
4639,2018,11197,Manual,6939,Petrol,145,65.7,1
17110,2018,9450,Manual,10000,Petrol,150,64.2,1.1
6921,2019,16000,Manual,769,Petrol,150,53.3,1
16895,2018,11799,Manual,20417,Petrol,145,60.1,1
9828,2017,15995,Manual,11156,Diesel,150,54.3,2
11958,2018,20250,Manual,4368,Petrol,145,39.2,1.5
17181,2018,12249,Automatic,34812,Petrol,145,54.3,1
13320,2017,17500,Semi-Auto,17379,Diesel,145,58.9,1.5
5766,2016,10699,Semi-Auto,12948,Petrol,165,44.8,1.6
14379,2018,18328,Manual,11581,Petrol,145,39.2,1.5
1393,2019,16400,Manual,8664,Petrol,145,60.1,1
2442,2018,9998,Manual,14519,Petrol,145,64.2,1.1
12167,2017,8990,Manual,19000,Petrol,145,65.7,1
58,2019,17995,Manual,11496,Diesel,145,57.6,2
8487,2017,23380,Semi-Auto,4426,Diesel,145,48.7,2
14407,2014,8000,Manual,20556,Diesel,30,61.4,1.6
17102,2016,7900,Manual,27786,Petrol,125,54.3,1.2
13197,2018,11450,Manual,25117,Petrol,145,65.7,1
10970,2018,10899,Manual,10793,Petrol,145,58.9,1
3714,2016,8495,Manual,19718,Petrol,0,65.7,1
5870,2019,18998,Manual,13718,Petrol,145,35.3,1.5
96,2016,8495,Manual,24410,Petrol,125,54.3,1.2
17839,2020,30000,Automatic,1000,Diesel,145,43.5,2
995,2013,4950,Manual,25300,Petrol,30,57.7,1.2
6647,2016,15600,Manual,21515,Diesel,125,60.1,2
1672,2018,10500,Manual,28879,Petrol,145,60.1,1
3113,2018,8995,Manual,6757,Petrol,150,57.7,1.2
10474,2014,7599,Manual,32505,Petrol,30,57.7,1
12237,2019,14400,Manual,20893,Petrol,150,60.1,1
1163,2020,19970,Manual,2075,Petrol,145,50.4,1
5280,2013,6991,Manual,29353,Petrol,30,56.5,1
13258,2019,19000,Manual,5261,Petrol,150,40.3,1.5
7794,2018,24850,Semi-Auto,13122,Diesel,145,47.9,2
13259,2019,20000,Manual,5511,Petrol,150,35.3,1.5
14800,2015,10999,Manual,56308,Diesel,150,54.3,2
14731,2016,7999,Manual,30900,Petrol,0,65.7,1
5758,2017,16407,Manual,35201,Diesel,125,51.4,2
1518,2018,10700,Manual,3329,Petrol,145,65.7,1
2921,2019,15530,Manual,16778,Diesel,145,74.3,1.5
7703,2018,10299,Manual,6984,Petrol,145,65.7,1
4342,2014,8698,Manual,23540,Petrol,20,60.1,1
10374,2018,28615,Manual,17876,Petrol,145,20.9,5
2021,2017,9295,Manual,22619,Petrol,145,65.7,1
12410,2019,12500,Manual,1100,Petrol,145,58.9,1
12847,2018,10500,Manual,4450,Petrol,145,64.2,1.1
2507,2017,9849,Manual,13998,Petrol,145,65.7,1
431,2014,6800,Manual,53500,Petrol,30,56.5,1
17832,2017,17991,Automatic,28522,Diesel,145,52.3,2
5572,2018,12495,Manual,50,Petrol,145,47.9,1.2
467,2013,9998,Manual,38629,Petrol,200,42.8,1.6
7574,2017,9171,Manual,41984,Diesel,20,68.9,1.5
2851,2016,8500,Manual,15542,Petrol,125,54.3,1.2
1290,2017,15298,Manual,16480,Diesel,20,67.3,2
6398,2017,19490,Manual,23838,Diesel,150,44.8,2
16779,2016,8749,Manual,77710,Diesel,30,64.2,1.5
14154,2012,6000,Manual,73913,Diesel,20,67.3,1.6
6541,2019,17300,Manual,4456,Petrol,145,60.1,1
9486,2017,11900,Manual,21791,Petrol,145,60.1,1
16845,2016,8250,Manual,37885,Petrol,20,62.8,1
15209,2014,6789,Semi-Auto,31000,Petrol,165,44.1,1.6
5413,2018,13250,Manual,7000,Petrol,145,57.7,1
1205,2018,14280,Manual,15331,Diesel,145,54.3,2
16148,2017,9395,Manual,41702,Petrol,150,52.3,1
15604,2017,10800,Manual,25591,Diesel,0,78.5,1.5
16569,2018,18256,Manual,10138,Diesel,145,67.3,2
16710,2017,9975,Manual,37166,Petrol,145,60.1,1
8661,2018,18500,Manual,16970,Petrol,145,41.5,2
10498,2016,10491,Manual,24267,Diesel,20,68.9,1.5
13598,2017,19945,Semi-Auto,27829,Diesel,145,52.3,2
1096,2016,7495,Manual,28805,Petrol,125,54.3,1.2
10923,2020,16199,Manual,264,Petrol,145,58.9,1
5303,2015,8000,Manual,16000,Petrol,0,65.7,1
7911,2018,7600,Manual,11447,Petrol,145,57.7,1.2
