"","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","T_price"
"7913",2019,17410,"Manual",9500,"Petrol",145,60.1,1,30.2476168184862
"17591",2017,9000,"Manual",22903,"Petrol",0,65.7,1,25.8900425283706
"5896",2019,17520,"Manual",4595,"Petrol",145,60.1,1,30.2920450316438
"4766",2018,11660,"Manual",14453,"Petrol",145,54.3,1,27.5319214063767
"5404",2019,19795,"Manual",10188,"Diesel",145,47.9,2,31.164386792938
"17348",2008,2499,"Automatic",83000,"Petrol",265,38.2,1.6,18.9068994836451
"13801",2019,15995,"Manual",8333,"Petrol",145,58.9,1,29.655075809312
"9673",2017,11400,"Manual",15000,"Petrol",20,61.4,1,27.3855274482889
"10751",2017,9999,"Manual",23819,"Petrol",0,65.7,1,26.5472362414254
"1283",2019,17050,"Manual",3891,"Diesel",145,74.3,1.5,30.1006275411216
"13404",2018,12800,"Manual",4023,"Petrol",150,65.7,1,28.1445401733999
"2744",2018,11699,"Manual",36928,"Petrol",150,62.8,1,27.5536546974618
"3329",2019,26360,"Manual",2725,"Diesel",145,55.4,2,33.2965000750058
"6959",2019,33995,"Semi-Auto",100,"Diesel",145,37.2,2,35.2951719572541
"3777",2019,32500,"Semi-Auto",1521,"Diesel",145,37.2,2,34.9343552038458
"9738",2018,11850,"Manual",9948,"Petrol",145,65.7,1,27.6372587354025
"10707",2017,18999,"Manual",37881,"Diesel",125,56.5,2,30.868742632433
"1328",2019,19491,"Manual",3114,"Diesel",145,47.9,2,31.0526197986814
"6797",2018,9998,"Manual",17851,"Petrol",145,64.2,1.1,26.5466052083554
"16053",2018,18995,"Manual",8587,"Diesel",150,47.9,2,30.8672321628841
"16994",2017,10283,"Manual",4880,"Petrol",145,55.4,1,26.7244404990105
"13827",2016,24990,"Automatic",18000,"Petrol",325,28.8,2.3,32.8898822444812
"14112",2016,10199,"Manual",26297,"Diesel",30,64.2,1.5,26.6724400437017
"15950",2015,7099,"Manual",74176,"Diesel",0,74.3,1.5,24.4584193074087
"1649",2018,12910,"Manual",14163,"Petrol",145,53.3,1,28.2013125308334
"17371",2008,2750,"Automatic",66000,"Petrol",260,37.2,1.6,19.3689346382698
"10000",2017,9495,"Manual",33691,"Diesel",145,88.3,1.5,26.2225951765746
"11568",2019,14300,"Manual",14711,"Petrol",145,58.9,1,28.8873190703395
"8031",2017,10000,"Manual",31788,"Petrol",145,65.7,1,26.5478672240097
"17626",2017,8300,"Manual",27363,"Petrol",0,65.7,1,25.3938434919595
"8044",2018,11200,"Manual",12019,"Petrol",145,65.7,1,27.271088092617
"11301",2019,16299,"Semi-Auto",10233,"Petrol",145,48.7,1,29.7858160692353
"14603",2018,13999,"Automatic",39993,"Diesel",145,45.6,2,28.7434440449366
"14616",2017,7763,"Manual",29435,"Petrol",145,54.3,1.2,24.9899624211836
"14657",2019,17699,"Automatic",3252,"Diesel",145,64.2,2,30.3638671323508
"814",2016,10298,"Manual",34211,"Petrol",20,60.1,1,26.7336905075319
"1158",2016,11410,"Manual",47548,"Diesel",30,64.2,1.5,27.3912071272508
"6048",2016,15895,"Manual",34754,"Diesel",125,56.5,2,29.6116346500677
"17254",2014,10895,"Automatic",49701,"Diesel",200,45.6,2,27.093379472767
"5390",2015,7950,"Manual",33555,"Petrol",125,52.3,1,25.1330734414979
"8855",2016,10000,"Manual",17431,"Petrol",20,62.8,1,26.5478672240097
"2181",2017,9695,"Manual",32793,"Diesel",20,68.9,1.5,26.3530335379764
"15773",2017,8889,"Manual",10951,"Petrol",145,64.2,1.1,25.813468386755
"11358",2017,10995,"Semi-Auto",8800,"Petrol",165,44.8,1.5,27.152078318669
"13786",2017,9000,"Manual",42876,"Petrol",145,65.7,1,25.8900425283706
"16155",2018,25995,"Automatic",11170,"Diesel",145,47.9,2,33.1898514167566
"7781",2016,10277,"Automatic",16179,"Diesel",20,64.2,1.5,26.7207374729579
"12095",2019,21250,"Manual",3844,"Petrol",145,50.4,1,31.6810527280382
"2340",2016,9300,"Manual",4520,"Petrol",125,54.3,1.2,26.0932840295536
"12801",2019,17200,"Manual",2304,"Diesel",145,67.3,1.5,30.1621719768417
"2581",2016,11750,"Manual",22000,"Petrol",145,47.9,1.6,27.581987869873
"14147",2017,17299,"Manual",26062,"Diesel",145,67.3,2,30.2025564892917
"3638",2019,15300,"Manual",5660,"Petrol",145,60.1,1,29.3485406795571
"3041",2014,6991,"Manual",48460,"Petrol",20,58.9,1,24.3682362236904
"11970",2017,7500,"Manual",16994,"Petrol",145,57.7,1.2,24.7839474541773
"17050",2015,5998,"Manual",54000,"Diesel",0,76.4,1.5,23.4820534180028
"3058",2018,15771,"Manual",48905,"Diesel",145,67.3,2,29.5574629189666
"1204",2017,16500,"Semi-Auto",8666,"Diesel",145,58.9,1.5,29.871192006839
"9749",2017,12500,"Manual",33830,"Petrol",150,47.9,1.6,27.9876977693224
"5097",2019,14740,"Manual",13451,"Petrol",145,58.9,1,29.0933361913056
"12804",2016,15200,"Automatic",13807,"Petrol",160,44.8,1.5,29.3035227781683
"6849",2018,11500,"Manual",14790,"Petrol",145,56.5,1,27.4421458490631
"9879",2016,15975,"Automatic",24300,"Petrol",235,38.2,1.5,29.6464049942375
"16536",2013,6399,"Manual",43441,"Diesel",125,57.7,2,23.8530963743423
"11507",2020,22999,"Semi-Auto",6897,"Diesel",145,58.9,2,32.2659155094997
"2135",2019,21845,"Automatic",6322,"Petrol",145,29.1,1.5,31.8842038965812
"1621",2017,8750,"Manual",25786,"Diesel",0,74.3,1.5,25.7164919770787
"10851",2019,14199,"Manual",6375,"Petrol",145,47.9,1,28.8393144562906
"17481",2016,11300,"Manual",29439,"Diesel",125,60.1,2,27.3285103208405
"15446",2017,8700,"Manual",24360,"Diesel",0,78.5,1.5,25.6813068996093
"165",2019,11498,"Manual",17708,"Petrol",145,58.9,1,27.4410173480916
"579",2017,8998,"Manual",20507,"Petrol",125,54.3,1.2,25.8886695155405
"8322",2019,16499,"Manual",7991,"Petrol",150,40.3,1.5,29.8707693154766
"4380",2016,7790,"Manual",18859,"Petrol",125,54.3,1.2,25.0107946979731
"12118",2016,10770,"Manual",34914,"Diesel",125,60.1,2,27.019396713521
"7263",2017,11200,"Manual",6840,"Petrol",145,65.7,1,27.271088092617
"11231",2018,12399,"Manual",15242,"Petrol",145,57.7,1,27.9342165178603
"5926",2014,6591,"Manual",80427,"Diesel",125,56.5,2,24.0242005771958
"2447",2017,17698,"Semi-Auto",7373,"Diesel",150,54.3,2,30.363467509023
"3229",2016,6991,"Manual",54039,"Diesel",0,88.3,1.5,24.3682362236904
"17369",2011,5495,"Manual",77000,"Petrol",145,47.9,1.6,22.9874637247747
"4714",2018,10697,"Manual",15950,"Petrol",145,65.7,1,26.9758724955163
"5012",2018,12795,"Manual",13500,"Diesel",145,68.9,1.5,28.1419503515075
"6322",2018,15750,"Manual",19254,"Diesel",150,60.1,2,29.5482549605796
"7686",2019,20000,"Manual",3750,"Petrol",145,60.1,1,31.2389831838848
"2164",2017,6495,"Manual",30092,"Petrol",30,57.7,1.2,23.9391543002333
"3653",2014,6750,"Manual",40998,"Diesel",0,76.4,1.5,24.1629033744031
"14172",2019,17499,"Manual",1986,"Diesel",145,62.8,2,30.2835805506033
"15310",2016,9689,"Manual",31432,"Petrol",20,60.1,1,26.3491518507718
"9627",2018,11500,"Manual",27185,"Petrol",150,65.7,1,27.4421458490631
"324",2015,8498,"Manual",6649,"Petrol",125,54.3,1.2,25.5374908382992
"9662",2018,15000,"Manual",10541,"Petrol",150,54.3,1,29.2127714459316
"13681",2018,12995,"Manual",26145,"Petrol",145,62.8,1,28.2449176188192
"12551",2018,11950,"Manual",10041,"Petrol",145,60.1,1,27.6921577148317
"6600",2014,6700,"Manual",24240,"Petrol",30,54.3,1.2,24.1195704884508
"17210",2019,17494,"Manual",5000,"Petrol",145,51.4,1,30.2815640002929
"10319",2019,15420,"Manual",5447,"Petrol",145,60.1,1,29.4022524989937
"5534",2015,7771,"Manual",45750,"Petrol",125,53.3,1,24.9961409826353
"11846",2017,10500,"Semi-Auto",16767,"Petrol",30,57.7,1,26.8572192270383
"166",2019,13998,"Manual",9957,"Petrol",145,58.9,1,28.742961947526
"7788",2019,11930,"Manual",4092,"Petrol",145,58.9,1,27.6812073999592
"11118",2018,18890,"Manual",18670,"Petrol",145,39.2,1.5,30.8274910281904
"10277",2018,13491,"Semi-Auto",3531,"Petrol",145,48.7,1,28.4949113576642
"3539",2018,15998,"Manual",32077,"Diesel",145,56.5,2,29.6563756833786
"1505",2017,14698,"Automatic",24799,"Petrol",240,38.2,1.5,29.0738849707491
"2974",2017,13000,"Manual",22997,"Petrol",145,51.4,1.5,28.2474755104875
"17044",2017,6795,"Manual",65290,"Diesel",0,88.3,1.5,24.2016839680813
"4456",2018,10999,"Manual",12528,"Petrol",145,61.4,1,27.1544173746434
"16751",2018,11999,"Manual",13678,"Petrol",145,57.7,1,27.7189241543919
"4577",2017,8498,"Manual",5215,"Petrol",125,54.3,1.2,25.5374908382992
"2587",2016,8667,"Manual",47832,"Diesel",0,74.3,1.5,25.6579960303121
"13773",2018,10995,"Manual",10198,"Petrol",150,65.7,1,27.152078318669
"15491",2017,16500,"Manual",29072,"Diesel",125,60.1,2,29.871192006839
"16834",2012,7000,"Manual",46849,"Diesel",20,67.3,1.6,24.3757938870598
"16206",2017,15750,"Manual",43499,"Diesel",20,67.3,2,29.5482549605796
"8476",2019,11995,"Manual",11882,"Petrol",145,58.9,1,27.7167424200531
"11390",2019,18399,"Manual",12403,"Petrol",145,35.3,1.5,30.6392739739177
"5213",2013,6250,"Manual",52328,"Petrol",30,56.5,1,23.7174588749259
"12915",2019,14999,"Manual",7289,"Petrol",145,60.1,1,29.2123152634806
"8335",2017,12999,"Manual",32624,"Petrol",145,47.9,1.6,28.2469639951251
"9226",2016,8440,"Manual",53530,"Diesel",0,74.3,1.5,25.4956920675942
"10357",2020,15491,"Manual",251,"Petrol",145,51.4,1,29.4338747259301
"9191",2018,14500,"Manual",18771,"Diesel",150,74.3,1.5,28.9815828888789
"15267",2017,10200,"Manual",43234,"Diesel",0,74.3,1.5,26.6730611084716
"1499",2018,11750,"Manual",13278,"Petrol",145,62.8,1,27.581987869873
"17552",2016,10900,"Manual",23138,"Petrol",145,47.9,1.6,27.096324630151
"13384",2017,7290,"Manual",44325,"Petrol",125,54.3,1.2,24.6152572875223
"2073",2014,5495,"Manual",55259,"Petrol",30,54.3,1.2,22.9874637247747
"1745",2019,15298,"Automatic",13312,"Petrol",145,50.4,1,29.3476426315356
"13288",2016,9850,"Manual",10998,"Petrol",0,65.7,1,26.452650595691
"10411",2019,22490,"Semi-Auto",10598,"Diesel",150,42.2,2,32.0994862357597
"15354",2014,7800,"Manual",40857,"Diesel",125,57.7,2,25.0184956983964
"12159",2018,10370,"Manual",34292,"Petrol",150,65.7,1,26.7779410903999
"2491",2016,9699,"Manual",23149,"Petrol",20,62.8,1,26.3556202618973
"10045",2018,13795,"Manual",4430,"Petrol",145,62.8,1,28.6445206672747
"14115",2018,8490,"Manual",17000,"Petrol",145,65.7,1,25.5317390856025
"13360",2017,17750,"Semi-Auto",20257,"Diesel",125,52.3,2,30.3842240114626
"14469",2016,8995,"Manual",79265,"Diesel",30,64.2,2,25.8866095384516
"4886",2017,9990,"Manual",38081,"Petrol",145,65.7,1,26.5415551252201
"8060",2018,18600,"Manual",12947,"Diesel",145,60.1,2,30.7168042162038
"13684",2012,7891,"Manual",11000,"Petrol",160,42.8,1.2,25.0882142565164
"17719",2015,9000,"Manual",27183,"Petrol",125,53.3,1,25.8900425283706
"5903",2017,9991,"Manual",22025,"Petrol",145,65.7,1,26.5421865625029
"10600",2017,16000,"Automatic",21467,"Petrol",145,38.2,1.5,29.6572421577573
"13400",2019,14500,"Semi-Auto",15325,"Petrol",145,54.3,1,28.9815828888789
"3218",2018,19427,"Manual",21863,"Petrol",145,41.5,2,31.0289124033726
"5640",2018,13690,"Manual",16286,"Diesel",150,80.7,1.5,28.5931472773821
"7897",2015,7150,"Manual",37388,"Petrol",0,65.7,1,24.5006247052796
"10818",2019,19499,"Manual",15956,"Diesel",145,47.9,2,31.0555788425229
"10364",2018,10699,"Manual",32895,"Petrol",150,65.7,1,26.9770681010645
"1530",2017,11200,"Manual",12380,"Petrol",145,65.7,1,27.271088092617
"6204",2016,13999,"Manual",33608,"Diesel",125,60.1,2,28.7434440449366
"9489",2019,19900,"Automatic",942,"Petrol",145,51.4,1,31.2026715045367
"5666",2018,16500,"Semi-Auto",33184,"Diesel",145,54.3,2,29.871192006839
"1486",2016,11588,"Manual",20709,"Diesel",0,78.5,1.5,27.4916451575608
"4317",2013,6100,"Manual",48659,"Petrol",20,58.9,1,23.5782723902075
"5862",2019,15700,"Manual",4194,"Petrol",145,51.4,1,29.5262916529541
"17863",2018,16000,"Semi-Auto",15255,"Diesel",145,54.3,2,29.6572421577573
"7149",2018,13695,"Manual",16513,"Petrol",145,57.7,1,28.5956007646473
"16916",2015,10995,"Manual",41347,"Diesel",145,54.3,2,27.152078318669
"1501",2019,15500,"Manual",5248,"Petrol",145,56.5,1,29.4378748921932
"4664",2014,6897,"Manual",27361,"Petrol",0,65.7,1,24.2888317705802
"11096",2017,7278,"Manual",23000,"Petrol",150,57.7,1.2,24.6055009825588
"14278",2017,11999,"Manual",18153,"Petrol",145,51.4,1.5,27.7189241543919
"7213",2017,8498,"Manual",25366,"Petrol",0,65.7,1,25.5374908382992
"14674",2016,8899,"Manual",49470,"Diesel",0,74.3,1.5,25.8203982127987
"5150",2017,8721,"Manual",25152,"Petrol",125,52.3,1,25.6961042847676
"12080",2020,20790,"Manual",22,"Petrol",145,53.3,1,31.5208521266365
"510",2019,29999,"Manual",100,"Diesel",145,30.1,2,34.2998922753092
"15534",2017,22000,"Automatic",17515,"Diesel",145,47.9,2,31.9363979394346
"2110",2018,7300,"Manual",21662,"Petrol",145,57.7,1.2,24.6233777322002
"12979",2019,16500,"Manual",9066,"Petrol",145,58.9,1,29.871192006839
"13953",2017,10000,"Manual",15217,"Petrol",0,65.7,1,26.5478672240097
"11048",2016,8974,"Manual",33000,"Petrol",0,65.7,1,25.8721742885522
"7269",2015,8462,"Manual",45549,"Petrol",20,60.1,1,25.5115737452126
"8174",2018,8995,"Manual",20120,"Petrol",145,64.2,1.1,25.8866095384516
"17722",2017,9500,"Manual",12801,"Petrol",0,65.7,1,26.2258828038115
"7928",2017,17291,"Manual",17573,"Petrol",145,41.5,2,30.1992999708683
"16380",2009,5975,"Manual",80000,"Diesel",200,46.3,2,23.4601763140124
"13743",2019,17990,"Automatic",7295,"Petrol",145,48.7,1,30.479397568255
"7333",2017,13999,"Manual",29673,"Diesel",30,64.2,1.5,28.7434440449366
"4278",2017,15998,"Automatic",6051,"Diesel",145,56.6,1.5,29.6563756833786
"3978",2018,9997,"Manual",15464,"Petrol",145,64.2,1.1,26.5459741247907
"11533",2018,12899,"Manual",14877,"Diesel",145,68.9,1.5,28.1956527481178
"4608",2018,16297,"Manual",9500,"Petrol",145,45.6,1.5,29.7849623352987
"8537",2017,10230,"Manual",28158,"Petrol",20,62.8,1,26.6916704404162
"16870",2014,5795,"Automatic",98000,"Diesel",145,50.4,2,23.2865963031844
"461",2017,14498,"Manual",6038,"Diesel",150,54.3,2,28.9806454141784
"11431",2019,13350,"Manual",423,"Petrol",145,43.5,1.2,28.4246029872863
"11092",2016,9481,"Manual",27000,"Petrol",125,53.3,1,26.2133824464
"6518",2017,20450,"Semi-Auto",34399,"Diesel",160,48.7,2,31.4006104362342
"2204",2019,17990,"Manual",880,"Diesel",150,38.2,2,30.479397568255
"8280",2014,6999,"Manual",43738,"Petrol",30,55.4,1,24.3749545306984
"5551",2014,6120,"Manual",42621,"Petrol",145,47.1,1.4,23.596987712339
"15612",2017,18400,"Manual",29965,"Diesel",145,54.3,2,30.6396613699631
"3341",2017,8755,"Manual",30791,"Petrol",145,64.2,1.1,25.7200016311896
"13334",2019,15000,"Manual",4500,"Petrol",145,53.3,1,29.2127714459316
"16835",2015,9300,"Manual",20907,"Petrol",20,60.1,1,26.0932840295536
"5447",2019,18020,"Automatic",4084,"Diesel",145,53.3,1.5,30.4912227228321
"4493",2018,10450,"Manual",21919,"Petrol",145,65.7,1,26.8268210617076
"9370",2017,8990,"Manual",5590,"Petrol",145,54.3,1.2,25.8831750215715
"2514",2017,9998,"Manual",46011,"Diesel",0,74.3,1.5,26.5466052083554
"16452",2019,17999,"Automatic",4147,"Diesel",145,64.2,2,30.4829467700213
"3689",2018,9700,"Manual",10326,"Petrol",145,64.2,1.1,26.3562668095248
"9227",2019,16107,"Automatic",2750,"Petrol",150,51.4,1,29.7034727172502
"15609",2018,11700,"Manual",33913,"Petrol",145,65.7,1,27.5542111987305
"3215",2019,15510,"Manual",4198,"Petrol",145,60.1,1,29.4423173426625
"14733",2019,13399,"Manual",9829,"Diesel",150,58.9,1.5,28.4491034555982
"10951",2017,13099,"Manual",12022,"Petrol",145,62.8,1,28.29796042172
"17638",2015,7999,"Manual",36384,"Petrol",125,53.3,1,25.1701273729673
"13350",2020,14995,"Manual",8,"Petrol",145,56.5,1,29.2104902903275
"16893",2018,15649,"Manual",13805,"Diesel",145,54.3,1.5,29.5038313559426
"6248",2016,11795,"Manual",22220,"Diesel",0,74.3,1.5,27.6069061426234
"16490",2015,8299,"Manual",60912,"Diesel",0,74.3,1.5,25.3931110748905
"13636",2014,5999,"Manual",59526,"Petrol",0,65.7,1,23.4830030730268
"16286",2015,7299,"Manual",66804,"Diesel",0,74.3,1.5,24.6225660883354
"104",2017,14998,"Manual",15978,"Diesel",30,64.2,1.5,29.2118590566976
"6471",2017,10490,"Manual",14250,"Petrol",145,65.7,1,26.851148872324
"6506",2017,11200,"Manual",23435,"Petrol",150,65.7,1,27.271088092617
"1721",2017,17000,"Manual",26041,"Diesel",145,67.3,2,30.0800164713895
"2857",2017,12360,"Manual",15311,"Diesel",145,74.3,1.5,27.9134720460076
"7678",2019,18500,"Manual",5286,"Petrol",145,39.2,1.5,30.6783161911937
"12523",2019,15450,"Manual",5053,"Petrol",150,51.4,1,29.4156281844128
"8677",2018,9700,"Manual",8769,"Petrol",145,64.2,1.1,26.3562668095248
"7931",2017,16998,"Manual",26635,"Diesel",125,56.5,2,30.0791910203916
"6197",2015,8220,"Manual",18240,"Diesel",0,85.6,1.6,25.3350257438052
"10222",2019,16491,"Manual",6500,"Petrol",145,51.4,1,29.8673870465381
"15411",2017,11700,"Manual",37867,"Petrol",145,47.9,1.6,27.5542111987305
"13095",2019,23750,"Manual",1400,"Petrol",145,50.4,1,32.5061708082986
"5411",2014,5995,"Manual",65000,"Petrol",20,58.9,1,23.4792036927505
"11925",2019,17750,"Manual",6653,"Petrol",150,49.6,1,30.3842240114626
"13647",2019,15900,"Manual",13000,"Diesel",145,80.7,1.5,29.6138118932535
"996",2017,10500,"Manual",37920,"Diesel",145,74.3,1.5,26.8572192270383
"9634",2013,6650,"Manual",28620,"Petrol",0,65.7,1,24.0759781215305
"2515",2017,15798,"Manual",38199,"Diesel",145,67.3,2,29.5692873207111
"7304",2018,17298,"Automatic",8354,"Diesel",150,56.6,1.5,30.2021494903843
"11670",2017,10000,"Manual",6653,"Petrol",0,65.7,1,26.5478672240097
"2630",2015,9578,"Manual",44000,"Petrol",145,47.9,1.6,26.2769914133809
"15702",2013,7250,"Manual",33000,"Diesel",0,76.4,1.5,24.5826861256074
"8574",2014,7080,"Manual",35879,"Petrol",30,56.5,1,24.4426336998174
"15765",2017,13189,"Manual",23139,"Diesel",145,64.2,1.5,28.3435916008002
"4918",2018,9990,"Manual",21637,"Petrol",145,64.2,1.1,26.5415551252201
"4888",2018,18000,"Manual",5909,"Petrol",145,41.5,2,30.4833410381278
"10916",2019,18999,"Manual",4892,"Petrol",145,47.9,1,30.868742632433
"4700",2017,10450,"Manual",29254,"Petrol",20,60.1,1,26.8268210617076
"8154",2019,17900,"Manual",12812,"Diesel",145,47.9,2,30.4438271972687
"4343",2017,9498,"Manual",15572,"Petrol",125,52.3,1,26.2245679190669
"4011",2013,6250,"Manual",72937,"Diesel",30,61.4,1.6,23.7174588749259
"11928",2016,8551,"Manual",36026,"Petrol",20,60.1,1,25.5754871765158
"12821",2019,12600,"Manual",90,"Petrol",145,58.9,1,28.0403099949338
"2713",2017,8799,"Manual",52333,"Petrol",165,44.8,1.5,25.750817644474
"15299",2012,3989,"Manual",73994,"Petrol",20,68.9,1.4,21.2508162243503
"5106",2018,12050,"Manual",19460,"Petrol",145,51.4,1.5,27.7466903912141
"8659",2017,16500,"Semi-Auto",27653,"Diesel",145,54.3,2,29.871192006839
"1164",2016,7180,"Manual",27520,"Petrol",125,54.3,1.2,24.5253390304098
"51",2016,6000,"Manual",47613,"Petrol",0,65.7,1,23.4839526014176
"10112",2017,12995,"Manual",30507,"Diesel",150,64.2,2,28.2449176188192
"9658",2015,7360,"Manual",76000,"Diesel",20,67.3,1.6,24.6719143842794
"7418",2014,4200,"Manual",40700,"Petrol",30,54.3,1.2,21.5228300463753
"4740",2016,9897,"Manual",35199,"Petrol",20,60.1,1,26.4826091977309
"14971",2017,7699,"Manual",16001,"Petrol",145,57.7,1.2,24.940349680231
"2082",2017,19995,"Semi-Auto",23620,"Diesel",160,48.7,2,31.2371710535035
"4801",2014,7298,"Manual",62125,"Diesel",20,67.3,1.6,24.6217543555063
"8183",2017,7998,"Manual",21050,"Petrol",145,54.3,1.2,25.1693729877646
"11216",2019,18499,"Manual",6956,"Diesel",145,58.9,1.5,30.6779304713273
"1040",2017,38015,"Manual",197,"Diesel",145,74.3,1.5,36.2060517195926
"7844",2017,11498,"Manual",12418,"Petrol",20,61.4,1,27.4410173480916
"3472",2013,5250,"Manual",94825,"Petrol",30,55.4,1,22.7333201431463
"16284",2013,5995,"Manual",43000,"Petrol",30,54.3,1.2,23.4792036927505
"11898",2017,18500,"Manual",7640,"Petrol",145,41.5,2,30.6783161911937
"10141",2017,14299,"Manual",21469,"Diesel",30,64.2,1.5,28.8868451085632
"14510",2015,7992,"Manual",123000,"Diesel",125,60.1,2,25.1648450912695
"12546",2019,12850,"Manual",5,"Petrol",145,48.7,1.1,28.1703939803353
"3908",2017,8750,"Manual",5262,"Petrol",125,54.3,1.2,25.7164919770787
"7203",2019,17000,"Manual",8288,"Petrol",145,60.1,1,30.0800164713895
"11032",2017,10499,"Manual",8218,"Petrol",0,65.7,1,26.8566123997449
"14203",2016,11499,"Automatic",19135,"Diesel",125,56.5,2,27.4415816182052
"14521",2014,6949,"Manual",41076,"Petrol",0,65.7,1,24.332863865505
"4047",2015,14465,"Manual",31322,"Petrol",205,41.5,2,28.9651621246004
"1316",2016,8080,"Manual",57894,"Diesel",0,74.3,1.5,25.2309835171791
"5593",2013,6820,"Manual",25204,"Petrol",0,65.7,1,24.2231400411793
"1292",2017,20698,"Manual",17381,"Diesel",150,47.9,2,31.4884723135925
"17849",2019,16000,"Manual",2498,"Diesel",145,58.9,1.5,29.6572421577573
"10147",2018,11795,"Manual",17995,"Petrol",145,61.4,1,27.6069061426234
"13674",2017,10000,"Manual",38500,"Petrol",0,65.7,1,26.5478672240097
"8730",2018,18200,"Manual",21930,"Petrol",150,39.2,1.5,30.5618447726825
"12343",2019,15000,"Semi-Auto",4590,"Petrol",145,37.2,1.5,29.2127714459316
"7061",2018,15550,"Manual",8791,"Petrol",145,65.7,1,29.4600642629905
"8163",2017,17000,"Manual",4825,"Petrol",150,45.6,1.5,30.0800164713895
"1685",2014,4991,"Manual",31400,"Petrol",30,54.3,1.2,22.454119411393
"13274",2019,11500,"Manual",373,"Petrol",145,47.9,1.2,27.4421458490631
"16159",2018,11995,"Manual",13832,"Petrol",145,65.7,1,27.7167424200531
"16462",2018,11495,"Manual",14174,"Petrol",145,61.4,1,27.4393243021558
"7",2019,22500,"Manual",2029,"Petrol",145,50.4,1,32.1027848475515
"17694",2017,14985,"Automatic",20766,"Petrol",235,38.2,1.5,29.2059261529773
"657",2015,8998,"Manual",32492,"Diesel",0,74.3,1.5,25.8886695155405
"978",2017,10498,"Manual",26029,"Diesel",0,74.3,1.5,26.8560055262108
"5234",2017,8991,"Manual",17436,"Petrol",145,65.7,1,25.8838620471778
"4833",2019,25925,"Manual",878,"Petrol",145,39.2,1.5,33.1692615053018
"4443",2014,7950,"Manual",23691,"Petrol",20,60.1,1,25.1330734414979
"9707",2019,14800,"Manual",3631,"Petrol",150,54.3,1,29.1210468777474
"3205",2013,5470,"Manual",76081,"Diesel",20,67.3,1.6,22.9619509533437
"11614",2013,6000,"Manual",35000,"Petrol",30,54.3,1.2,23.4839526014176
"16290",2016,9450,"Manual",28600,"Petrol",0,65.7,1,26.1929440355292
"3669",2018,10980,"Manual",13672,"Petrol",145,65.7,1,27.143300791202
"10059",2019,14925,"Manual",12987,"Petrol",150,58.9,1,29.1784900429449
"14536",2019,15500,"Manual",3914,"Petrol",145,60.1,1,29.4378748921932
"1853",2018,12998,"Manual",18661,"Petrol",145,57.7,1,28.2464524482814
"3414",2017,17977,"Manual",8237,"Petrol",145,41.5,2,30.4742684349017
"13998",2013,6500,"Manual",34619,"Petrol",30,54.3,1.2,23.943608533829
"14515",2015,6793,"Manual",138000,"Diesel",20,68.9,2,24.1999647555665
"9808",2017,16200,"Semi-Auto",54371,"Diesel",125,52.3,2,29.7434552685788
"5550",2019,17520,"Manual",5236,"Petrol",145,60.1,1,30.2920450316438
"16449",2015,11599,"Manual",36601,"Diesel",20,67.3,2,27.4978114065252
"15663",2017,7995,"Manual",25406,"Petrol",125,54.3,1.2,25.1671093793217
"10687",2018,13000,"Manual",16853,"Diesel",145,74.3,1.5,28.2474755104875
"17881",2018,13999,"Manual",6500,"Petrol",150,52.3,1,28.7434440449366
"16060",2017,8699,"Manual",41804,"Petrol",160,44.1,1.6,25.6806015497787
"13623",2015,7980,"Manual",54041,"Petrol",125,52.3,1,25.1557811337758
"7134",2017,10995,"Manual",1,"Petrol",145,65.7,1,27.152078318669
"7828",2019,15460,"Manual",3572,"Petrol",145,60.1,1,29.4200821289368
"17368",2016,9995,"Manual",48000,"Diesel",0,74.3,1.5,26.5447118061406
"1436",2018,13567,"Manual",7756,"Diesel",145,74.3,1.5,28.5325645547204
"15935",2015,9199,"Manual",45045,"Diesel",0,74.3,1.5,26.0254527709494
"11996",2016,8700,"Manual",27638,"Petrol",20,61.4,1,25.6813068996093
"11726",2017,15499,"Automatic",17980,"Petrol",235,38.2,1.5,29.4374305210493
"497",2019,16698,"Manual",18697,"Petrol",145,60.1,1,29.9544840198033
"8881",2017,10380,"Manual",12847,"Petrol",0,65.7,1,26.7840675495193
"12611",2018,12500,"Manual",13668,"Petrol",145,56.5,1,27.9876977693224
"16302",2016,10495,"Automatic",11075,"Petrol",160,44.8,1.5,26.8541846280856
"3364",2018,10000,"Manual",25062,"Petrol",145,65.7,1,26.5478672240097
"2555",2018,20850,"Automatic",4957,"Petrol",145,31,1.5,31.5419076910056
"14669",2013,5448,"Manual",66471,"Petrol",30,54.3,1.2,22.9394224350717
"5836",2017,9457,"Manual",10003,"Petrol",145,64.2,1.1,26.1975638437939
"17557",2019,13000,"Manual",34466,"Diesel",150,80.7,1.5,28.2474755104875
"16347",2008,3499,"Manual",69676,"Petrol",150,49.6,1.4,20.5716524278189
"11332",2017,15000,"Manual",24244,"Diesel",125,60.1,2,29.2127714459316
"699",2014,9298,"Manual",45543,"Diesel",145,53.3,2,26.0919465689486
"7466",2017,8995,"Manual",23851,"Petrol",125,54.3,1.2,25.8866095384516
"12034",2014,12390,"Manual",18962,"Diesel",125,60.1,2,27.9294339701222
"10996",2015,9699,"Manual",42214,"Petrol",145,47.9,1.6,26.3556202618973
